course_code,course_title,section,grades_count,avg_gpa,std_dev,median_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,pct_P,pct_I,pct_AU,pct_W_AW,letters_count,term,faculty
PHYS 451,Quantum Mechanics I,1L,10,2.97,0.74,3.33,20.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10,SP2025,Sergiy Bubin
PHYS 462,Field Theories in Physics,1L,9,2.81,0.97,2.67,33.3,22.2,33.3,11.1,0.0,0.0,0.0,0.0,0.0,9,SP2025,Daniele Malafarina
ECON 101,Introduction to Microeconomics,1L,161,2.95,0.9,3.0,30.0,40.0,17.6,4.7,2.4,0.0,0.0,0.0,5.3,170,SP2025,Aigerim Sarsenbayeva
ECON 102,Introduction to Macroeconomics,1L,169,2.93,0.85,3.0,26.5,52.4,14.1,3.5,2.9,0.0,0.0,0.0,0.6,170,SP2025,Dana Bazarkulova
ECON 102,Introduction to Macroeconomics,2L,167,3.05,0.72,3.0,28.8,51.2,15.9,1.2,1.2,0.0,0.0,0.0,1.8,170,SP2025,Mehmet Demir
ECON 120,Managerial Economics,1L,183,2.92,0.93,3.0,31.3,34.4,21.5,5.1,1.5,0.0,0.0,0.0,6.2,195,SP2025,Aigerim Sarsenbayeva
ECON 201,Intermediate Microeconomics,1L,39,2.44,1.14,2.33,20.0,27.5,35.0,7.5,7.5,0.0,0.0,0.0,2.5,40,SP2025,Okan Yilankaya
ECON 201,Intermediate Microeconomics,2L,38,2.21,1.06,2.33,7.5,35.0,35.0,7.5,10.0,0.0,0.0,0.0,5.0,40,SP2025,Okan Yilankaya
ECON 202,Intermediate Macroeconomics,1L,122,2.85,0.88,3.0,22.6,47.6,21.8,2.4,4.0,0.0,0.8,0.0,0.8,124,SP2025,Zhanna Kapsalyamova
ECON 211,Economic Statistics,1L,37,2.63,1.04,3.0,15.6,42.2,13.3,4.4,6.7,0.0,0.0,0.0,17.8,45,SP2025,Vladyslav Nora
ECON 301,Econometrics I,1L,49,2.69,1.16,2.67,32.0,30.0,22.0,6.0,8.0,0.0,0.0,0.0,2.0,50,SP2025,Nino Buliskeria
ECON 302,Game Theory and Economic Analysis,1L,17,2.49,1.33,2.0,31.6,10.5,31.6,5.3,10.5,0.0,0.0,0.0,10.5,19,SP2025,Okan Yilankaya
ECON 302,Game Theory and Economic Analysis,2L,17,2.12,1.34,1.67,23.5,17.6,23.5,23.5,11.8,0.0,0.0,0.0,0.0,17,SP2025,Okan Yilankaya
ECON 305,Advanced Microeconomics,1L,32,2.82,0.92,3.0,14.3,48.6,22.9,2.9,2.9,0.0,5.7,0.0,2.9,35,SP2025,Oleg Rubanov
ECON 305,Advanced Microeconomics,2L,33,2.43,0.68,2.33,2.9,42.9,42.9,5.7,0.0,0.0,2.9,0.0,2.9,35,SP2025,Oleg Rubanov
ECON 318,Applied Econometrics,1L,31,3.01,0.65,3.0,29.0,54.8,16.1,0.0,0.0,0.0,0.0,0.0,0.0,31,SP2025,Rajarshi Bhowal
ECON 318,Applied Econometrics,2L,34,3.0,0.9,3.33,34.3,40.0,17.1,2.9,2.9,0.0,0.0,0.0,2.9,35,SP2025,Rajarshi Bhowal
ECON 319,Matching Theory and Applications,1L,33,2.78,0.54,2.67,8.6,51.4,34.3,0.0,0.0,0.0,0.0,0.0,5.7,35,SP2025,Ahmet Altinok
ECON 319,Matching Theory and Applications,2L,30,2.6,0.81,2.67,10.0,53.3,33.3,0.0,3.3,0.0,0.0,0.0,0.0,30,SP2025,Ahmet Altinok
ECON 322,Natural Resources and Environmental Economics,1L,35,3.11,0.56,3.0,28.6,57.1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,35,SP2025,Zhanna Kapsalyamova
ECON 335,Economics of Information,1L,35,2.85,0.89,3.0,25.7,40.0,25.7,8.6,0.0,0.0,0.0,0.0,0.0,35,SP2025,Levent Kockesen
ECON 336,Programming for Economists,1L,35,3.12,0.4,3.33,14.3,77.1,8.6,0.0,0.0,0.0,0.0,0.0,0.0,35,SP2025,Nicolas Lagios
ECON 336,Programming for Economists,2L,27,3.25,0.35,3.33,18.5,77.8,3.7,0.0,0.0,0.0,0.0,0.0,0.0,27,SP2025,Nicolas Lagios
ECON 403,Introduction to Contract Theory and Auctions,1L,16,2.58,1.24,2.84,25.0,43.8,18.8,0.0,12.5,0.0,0.0,0.0,0.0,16,SP2025,Alejandro Melo Ponce
ECON 403,Introduction to Contract Theory and Auctions,2L,12,3.28,1.05,3.84,66.7,8.3,16.7,8.3,0.0,0.0,0.0,0.0,0.0,12,SP2025,Alejandro Melo Ponce
ECON 415,Industrial Organization,1L,31,2.62,0.71,2.33,16.1,32.3,48.4,3.2,0.0,0.0,0.0,0.0,0.0,31,SP2025,Andrey Tkachenko
ECON 415,Industrial Organization,2L,30,2.43,0.86,2.33,10.0,30.0,53.3,3.3,3.3,0.0,0.0,0.0,0.0,30,SP2025,Andrey Tkachenko
ECON 443,Topics in Macroeconomic Theory,1L,10,2.1,0.97,2.16,0.0,27.3,45.5,9.1,9.1,0.0,0.0,0.0,9.1,11,SP2025,Julio Davila Muro
ECON 449,Quantitative Macroeconomics,1L,25,2.67,0.67,2.67,16.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,25,SP2025,Ali Elminejad
HST 100,History of Kazakhstan,1L,23,2.54,0.78,2.33,12.5,29.2,45.8,8.3,0.0,0.0,0.0,0.0,4.2,24,SP2025,Nikolay Tsyrempilov
HST 100,History of Kazakhstan,2S,24,2.38,0.94,2.33,12.5,33.3,37.5,12.5,4.2,0.0,0.0,0.0,0.0,24,SP2025,Javeed Ahwar
HST 100,History of Kazakhstan,3S,23,2.33,0.8,2.33,0.0,45.8,37.5,8.3,4.2,0.0,0.0,0.0,4.2,24,SP2025,Javeed Ahwar
HST 100,History of Kazakhstan,4S,23,2.13,1.11,2.33,4.2,37.5,29.2,12.5,12.5,0.0,0.0,0.0,4.2,24,SP2025,Diana Kopbayeva
HST 100,History of Kazakhstan,5S,21,2.32,0.6,2.33,4.3,30.4,56.5,0.0,0.0,0.0,0.0,0.0,8.7,23,SP2025,Diana Kopbayeva
HST 100,History of Kazakhstan,6S,23,2.64,0.74,3.0,4.2,62.5,25.0,0.0,4.2,0.0,0.0,0.0,4.2,24,SP2025,Diana Kopbayeva
HST 100,History of Kazakhstan,7S,23,2.16,1.04,2.33,0.0,41.7,29.2,12.5,12.5,0.0,0.0,0.0,4.2,24,SP2025,Diana Kopbayeva
HST 100,History of Kazakhstan,8S,24,2.28,0.85,2.5,4.2,45.8,33.3,12.5,4.2,0.0,0.0,0.0,0.0,24,SP2025,Diana Kopbayeva
HST 100,History of Kazakhstan,9S,22,2.58,0.58,2.67,8.3,45.8,33.3,4.2,0.0,0.0,0.0,0.0,8.3,24,SP2025,Diana Kopbayeva
HST 100,History of Kazakhstan,10S,24,2.79,0.73,3.0,12.5,62.5,20.8,0.0,4.2,0.0,0.0,0.0,0.0,24,SP2025,Diana Kopbayeva
HST 100,History of Kazakhstan,11S,24,3.07,0.46,3.16,12.5,79.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Diana Kopbayeva
HST 100,History of Kazakhstan,12S,24,2.72,0.78,2.84,16.7,54.2,25.0,0.0,4.2,0.0,0.0,0.0,0.0,24,SP2025,Mikhail Akulov
HST 100,History of Kazakhstan,13S,23,2.51,0.93,2.67,4.2,58.3,20.8,8.3,4.2,0.0,0.0,0.0,4.2,24,SP2025,Mikhail Akulov
HST 100,History of Kazakhstan,14S,24,2.71,0.99,3.0,8.3,66.7,16.7,0.0,8.3,0.0,0.0,0.0,0.0,24,SP2025,Mikhail Akulov
HST 100,History of Kazakhstan,15S,23,2.58,0.88,3.0,4.2,54.2,29.2,4.2,4.2,0.0,0.0,0.0,4.2,24,SP2025,Mikhail Akulov
HST 100,History of Kazakhstan,16S,24,3.0,0.48,2.84,12.5,83.3,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Mikhail Akulov
HST 100,History of Kazakhstan,17S,24,2.93,0.56,3.0,16.0,56.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,25,SP2025,Mikhail Akulov
HST 100,History of Kazakhstan,19S,23,3.0,0.55,3.0,25.0,58.3,12.5,0.0,0.0,0.0,0.0,0.0,4.2,24,SP2025,Nikolay Tsyrempilov
HST 100,History of Kazakhstan,20S,23,2.88,1.05,3.0,41.7,16.7,33.3,0.0,4.2,0.0,0.0,0.0,4.2,24,SP2025,Nikolay Tsyrempilov
HST 100,History of Kazakhstan,21S,24,3.07,0.58,3.33,16.7,66.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Nikolay Tsyrempilov
HST 110/REL 110,Introduction to World Religions,1L,51,2.98,0.79,3.0,24.5,52.8,15.1,1.9,1.9,0.0,0.0,0.0,3.8,53,SP2025,Nikolay Tsyrempilov
HST 123,Introduction to the History of Science and Technology,1L,57,3.58,0.28,3.67,71.2,23.7,1.7,0.0,0.0,0.0,0.0,0.0,3.4,59,SP2025,Di Lu
HST 124,Introduction to the History of Medicine,1L,58,3.58,0.2,3.67,66.1,32.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7,59,SP2025,Di Lu
HST 331,The Eurasian Enlightenment,1L,29,3.19,0.58,3.33,44.8,41.4,13.8,0.0,0.0,0.0,0.0,0.0,0.0,29,SP2025,Curtis Murphy
HST 345,Central Asia in the Persianate Sphere,1S,25,2.29,0.89,2.33,12.0,24.0,48.0,12.0,4.0,0.0,0.0,0.0,0.0,25,SP2025,Javeed Ahwar
HST 443,Imperial Apocalypse: 1917 and 1991 in Comparative Perspective,1S,10,3.17,0.5,3.33,20.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10,SP2025,Mikhail Akulov
HST 451/REL 451,Conversion to Islam in Medieval Central Asia,1S,9,3.15,1.04,3.67,45.5,9.1,18.2,9.1,0.0,0.0,0.0,0.0,18.2,11,SP2025,Daniel Beben
HST 499,History Capstone: Undergraduate Dissertation,1IS,8,3.58,0.35,3.67,62.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,SP2025,Mikhail Akulov
PHIL 141,Critical Thinking,1L,35,2.81,0.91,3.0,25.0,27.8,36.1,8.3,0.0,0.0,0.0,0.0,2.8,36,SP2025,Mihnea Capraru
PHIL 160,Philosophy of Religion,1L,31,3.01,0.52,3.0,12.9,71.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,31,SP2025,Ted Parent
PHIL 207,Introduction to Islamic Philosophy and Theology,1L,28,3.15,0.95,3.33,39.3,42.9,10.7,3.6,3.6,0.0,0.0,0.0,0.0,28,SP2025,Bakinaz Abdalla
PHIL 210,Ethics,1S,43,2.98,0.72,3.0,22.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,14.0,50,SP2025,Bakinaz Abdalla
PHIL 210,Ethics,2S,39,2.19,1.21,2.33,12.5,20.8,29.2,8.3,10.4,0.0,0.0,0.0,18.8,48,SP2025,Chandler Hatch
PHIL 210,Ethics,3S,35,2.49,1.05,2.67,19.4,33.3,27.8,11.1,5.6,0.0,0.0,0.0,2.8,36,SP2025,Donovan Cox
PHIL 210,Ethics,4S,32,2.48,1.09,2.5,20.0,25.7,31.4,8.6,5.7,0.0,0.0,0.0,8.6,35,SP2025,Donovan Cox
PHIL 210,Ethics,5S,34,2.61,0.71,2.67,14.3,40.0,34.3,8.6,0.0,0.0,0.0,0.0,2.9,35,SP2025,Donovan Cox
PHIL 210,Ethics,6S,47,2.66,1.02,2.67,18.0,38.0,26.0,8.0,4.0,0.0,0.0,0.0,6.0,50,SP2025,James Hutchinson
PHIL 210,Ethics,7S,49,3.04,0.44,3.0,14.0,72.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,50,SP2025,Matthew Heeney
PHIL 210,Ethics,8S,47,2.75,1.04,2.67,28.0,30.0,24.0,8.0,4.0,0.0,0.0,0.0,6.0,50,SP2025,Mihnea Capraru
PHIL 210,Ethics,9S,8,2.5,1.18,2.67,7.7,30.8,15.4,0.0,7.7,0.0,0.0,0.0,38.5,13,SP2025,Shereen Chang
PHIL 210,Ethics,10S,12,2.28,1.48,2.84,14.3,35.7,14.3,0.0,21.4,0.0,0.0,0.0,14.3,14,SP2025,Shereen Chang
PHIL 210,Ethics,11S,47,2.46,0.98,2.67,8.0,42.0,36.0,0.0,8.0,0.0,0.0,0.0,6.0,50,SP2025,Ted Parent
PHIL 232,Philosophy of Law,1L,23,2.78,1.15,3.0,32.0,36.0,12.0,4.0,8.0,0.0,0.0,0.0,8.0,25,SP2025,Siegfried Van Duffel
PHIL 314,Free Will and Moral Responsibility,1L,31,2.84,0.59,2.67,16.1,58.1,22.6,3.2,0.0,0.0,0.0,0.0,0.0,31,SP2025,Matthew Heeney
PHIL 320,"Truth, Knowledge and Belief",1L,27,2.51,1.13,2.67,25.0,28.6,21.4,17.9,3.6,0.0,0.0,3.6,0.0,28,SP2025,James Hutchinson
PHIL 360,Philosophy of Artificial Intelligence,1L,6,1.89,1.62,2.17,14.3,28.6,14.3,0.0,28.6,0.0,0.0,0.0,14.3,7,SP2025,Shereen Chang
PHIL 371,Aristotle’s Theoretical Philosophy,1L,17,1.92,1.56,1.67,20.0,15.0,15.0,10.0,25.0,0.0,0.0,0.0,15.0,20,SP2025,Chandler Hatch
KAZ 201,Academic Kazakh I,2L,20,3.07,0.63,3.0,30.0,45.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Aidar Balabekov
KAZ 201,Academic Kazakh I,3L,12,2.61,1.03,2.84,16.7,50.0,25.0,0.0,8.3,0.0,0.0,0.0,0.0,12,SP2025,Kulyan Kopesh
KAZ 201,Academic Kazakh I,4L,10,2.27,1.46,2.67,18.2,36.4,9.1,9.1,18.2,0.0,0.0,0.0,9.1,11,SP2025,Gulzhamilya Shalabayeva
KAZ 201,Academic Kazakh I,5L,15,2.62,0.59,2.67,6.2,43.8,43.8,0.0,0.0,0.0,0.0,0.0,6.2,16,SP2025,Kulyan Kopesh
KAZ 201,Academic Kazakh I,6L,13,2.87,0.6,3.0,14.3,57.1,21.4,0.0,0.0,0.0,0.0,0.0,7.1,14,SP2025,Raushan Myrzabekova
KAZ 202,Academic Kazakh II,1L,14,3.19,0.5,3.33,25.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,16,SP2025,Bakyt Akbuzauova
KAZ 202,Academic Kazakh II,2L,16,3.1,0.47,3.33,12.5,75.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Bakyt Akbuzauova
KAZ 202,Academic Kazakh II,3L,16,3.19,0.34,3.16,12.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Bakyt Akbuzauova
KAZ 202,Academic Kazakh II,4L,16,3.25,0.48,3.16,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Bakyt Akbuzauova
KAZ 202,Academic Kazakh II,5L,13,2.54,1.24,2.33,23.5,11.8,29.4,5.9,5.9,0.0,0.0,0.0,23.5,17,SP2025,Gulzhamilya Shalabayeva
KAZ 202,Academic Kazakh II,6L,16,3.15,0.68,3.33,37.5,37.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Gulzhamilya Shalabayeva
KAZ 202,Academic Kazakh II,8L,17,2.51,1.05,2.67,5.9,70.6,11.8,0.0,11.8,0.0,0.0,0.0,0.0,17,SP2025,Raushan Myrzabekova
KAZ 202,Academic Kazakh II,9L,16,2.6,0.81,2.67,12.5,50.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,16,SP2025,Raushan Myrzabekova
KAZ 212,Academic Writing in Kazakh,1S,16,3.25,0.48,3.33,37.5,50.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Kuralay Oralbekova
KAZ 212,Academic Writing in Kazakh,2S,16,3.33,0.42,3.33,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Kuralay Oralbekova
KAZ 300,Kazakh Studies in the Post-Colonial Era,1L,32,3.58,0.42,3.67,61.8,29.4,2.9,0.0,0.0,0.0,0.0,0.0,5.9,34,SP2025,Meiramgul Kussainova
KAZ 312,Kazakh discourse,1S,25,3.32,0.53,3.33,40.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25,SP2025,Meruyert Ibrayeva
KAZ 313,Kazakh for Business,3S,34,3.56,0.37,3.33,45.7,48.6,2.9,0.0,0.0,0.0,0.0,0.0,2.9,35,SP2025,Zeinep Zhumatayeva
KAZ 313,Kazakh for Business,4S,23,3.07,0.54,3.0,25.0,62.5,8.3,0.0,0.0,0.0,0.0,0.0,4.2,24,SP2025,Samal Abzhanova
KAZ 313,Kazakh for Business,5S,26,3.12,0.61,3.0,26.9,61.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,26,SP2025,Samal Abzhanova
KAZ 313,Kazakh for Business,6S,35,3.64,0.33,3.67,77.1,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,SP2025,Zeinekhan Kuzekova
KAZ 349,Kazakh Mythology,1L,31,3.25,0.8,3.33,43.8,46.9,3.1,0.0,3.1,0.0,0.0,0.0,3.1,32,SP2025,Zhanar Baiteliyeva
KAZ 350,Kazakh Literature,1S,31,2.91,0.74,3.0,28.1,40.6,25.0,3.1,0.0,0.0,0.0,0.0,3.1,32,SP2025,Mustafa Shokay
KAZ 350,Kazakh Literature,2S,32,3.02,0.49,3.0,15.6,71.9,12.5,0.0,0.0,0.0,0.0,0.0,0.0,32,SP2025,Mustafa Shokay
KAZ 350,Kazakh Literature,3S,31,3.04,0.59,3.0,25.0,53.1,18.8,0.0,0.0,0.0,0.0,0.0,3.1,32,SP2025,Mustafa Shokay
KAZ 350,Kazakh Literature,4S,32,3.07,0.63,3.0,28.1,62.5,6.2,3.1,0.0,0.0,0.0,0.0,0.0,32,SP2025,Mustafa Shokay
KAZ 350,Kazakh Literature,5S,31,3.26,0.56,3.33,37.5,50.0,9.4,0.0,0.0,0.0,0.0,0.0,3.1,32,SP2025,Mustafa Shokay
KAZ 351,Kazakh Short Stories,1S,30,3.3,0.56,3.33,45.2,48.4,3.2,0.0,0.0,0.0,0.0,0.0,3.2,31,SP2025,Zhanar Abdigapparova
KAZ 357,Literature of Alash,1L,23,3.28,0.43,3.33,40.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,25,SP2025,Aigul Ismakova
KAZ 357,Literature of Alash,2L,29,3.21,0.66,3.33,36.7,50.0,6.7,3.3,0.0,0.0,0.0,0.0,3.3,30,SP2025,Zhanar Abdigapparova
KAZ 359,Professional Kazakh for Medicine,1L,28,3.2,0.29,3.16,17.9,82.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,SP2025,Kulyan Kopesh
KAZ 359,Professional Kazakh for Medicine,2L,27,3.21,0.58,3.33,32.1,50.0,14.3,0.0,0.0,0.0,0.0,0.0,3.6,28,SP2025,Kulyan Kopesh
KAZ 362,Creative Writing in Kazakh Language,1L,15,3.44,0.27,3.33,37.5,56.2,0.0,0.0,0.0,0.0,0.0,0.0,6.2,16,SP2025,Kuralay Oralbekova
KAZ 362,Creative Writing in Kazakh Language,2L,16,3.44,0.16,3.33,31.2,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Kuralay Oralbekova
KAZ 366,Kazakh Language for Engineers,1S,31,3.28,0.46,3.33,29.0,61.3,9.7,0.0,0.0,0.0,0.0,0.0,0.0,31,SP2025,Zhazira Agabekova
KAZ 368,Onomastics: History and Function of Names,1L,31,3.27,0.52,3.33,29.0,61.3,9.7,0.0,0.0,0.0,0.0,0.0,0.0,31,SP2025,Zhazira Agabekova
KAZ 371,Contemporary Kazakh Literature,1L,23,3.2,0.69,3.33,37.5,37.5,20.8,0.0,0.0,0.0,0.0,0.0,4.2,24,SP2025,Yermek Adayeva
KAZ 371,Contemporary Kazakh Literature,2L,23,3.44,0.55,3.67,50.0,41.7,4.2,0.0,0.0,0.0,0.0,0.0,4.2,24,SP2025,Yermek Adayeva
KAZ 371,Contemporary Kazakh Literature,3L,24,3.38,0.8,3.67,75.0,8.3,8.3,8.3,0.0,0.0,0.0,0.0,0.0,24,SP2025,Yermek Adayeva
KAZ 372,Language and ethnicity,1L,33,2.97,0.85,3.0,26.5,47.1,20.6,0.0,2.9,0.0,0.0,0.0,2.9,34,SP2025,Zhanar Baiteliyeva
KAZ 373,Kazakh Terminology,1S,32,3.06,0.65,3.33,12.5,81.2,3.1,0.0,3.1,0.0,0.0,0.0,0.0,32,SP2025,Sarkyt Aliszhan
KAZ 374,Kazakh Diplomacy,1S,37,3.39,0.44,3.33,40.5,56.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,37,SP2025,Zeinekhan Kuzekova
KAZ 376,Language and Culture,1S,33,3.13,0.44,3.33,12.1,81.8,3.0,3.0,0.0,0.0,0.0,0.0,0.0,33,SP2025,Sarkyt Aliszhan
KAZ 377,Intercultural Communication through Film,1S,34,3.23,0.52,3.33,26.5,70.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,34,SP2025,Zeinep Zhumatayeva
KAZ 378,Kazakh for Social Science,1L,21,3.19,0.55,3.33,25.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,24,SP2025,Samal Abzhanova
KAZ 378,Kazakh for Social Science,2L,23,2.93,0.73,3.0,20.0,60.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,25,SP2025,Samal Abzhanova
KAZ 410,Kazakh literature of the XV-XIX centuries,1L,15,3.4,0.4,3.67,50.0,37.5,6.2,0.0,0.0,0.0,0.0,0.0,6.2,16,SP2025,Aigul Ismakova
TUR 412,Advanced Turkish in Media and Politics,1L,7,3.57,0.57,3.67,60.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,10,SP2025,Sonel Bosnali
CHN 101,Beginning Mandarin I,1L,26,2.86,0.8,3.0,23.1,46.2,23.1,7.7,0.0,0.0,0.0,0.0,0.0,26,SP2025,Lili Zhang
CHN 201,Intermediate Mandarin I,1L,25,3.29,0.61,3.33,48.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25,SP2025,Lili Zhang
CHN 301,Upper Intermediate Chinese I,1L,15,3.51,0.52,3.67,56.2,31.2,6.2,0.0,0.0,0.0,0.0,6.2,0.0,16,SP2025,Lili Zhang
DUT 101,Beginning Dutch I,1L,24,3.11,0.36,3.0,16.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,25,SP2025,Bastiaan Lohmann
DUT 101,Beginning Dutch I,2L,17,3.0,0.46,3.0,17.6,70.6,11.8,0.0,0.0,0.0,0.0,0.0,0.0,17,SP2025,Bastiaan Lohmann
DUT 102,Beginning Dutch II,2L,8,3.29,0.58,3.5,50.0,37.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8,SP2025,Bastiaan Lohmann
FRE 101,Beginning French I,1L,24,3.29,0.59,3.33,45.8,45.8,8.3,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Saule Dochshanova
FRE 102,Beginning French II,1L,25,3.15,0.76,3.33,23.1,61.5,7.7,0.0,3.8,0.0,0.0,0.0,3.8,26,SP2025,Saule Dochshanova
FRE 201,Intermediate French I,1L,9,3.56,0.33,3.67,55.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,SP2025,Saule Dochshanova
GER 102,Beginning German II,1Wsh,17,3.49,0.44,3.67,55.6,38.9,0.0,0.0,0.0,0.0,0.0,0.0,5.6,18,SP2025,Florian Kuechler
GER 201,Intermediate German I,1L,7,3.43,0.37,3.33,42.9,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,SP2025,Florian Kuechler
KOR 102,Beginning Korean II,1L,24,3.54,0.52,3.67,70.8,16.7,12.5,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Heui Jin Lee
KOR 102,Beginning Korean II,2L,23,3.44,0.53,3.67,52.2,43.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,23,SP2025,Heui Jin Lee
KOR 202,Intermediate Korean II,1L,21,3.59,0.45,3.67,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,SP2025,Heui Jin Lee
LING 130,Introduction to Language and Communication,1L,55,3.07,0.94,3.33,31.6,52.6,5.3,1.8,5.3,0.0,0.0,0.0,3.5,57,SP2025,Valentina Apressyan
LING 131,Introduction to Linguistics,1L,67,2.63,0.69,2.67,8.1,50.0,29.7,2.7,0.0,0.0,0.0,0.0,9.5,74,SP2025,Olga Potanina
LING 140,Language Variation and Change: the Story of English,1L,25,3.07,0.38,3.0,10.7,71.4,7.1,0.0,0.0,0.0,3.6,0.0,7.1,28,SP2025,Olga Potanina
LING 271,Introduction to Cognitive Linguistics,1L,33,3.39,0.5,3.33,48.5,48.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,33,SP2025,Valentina Apressyan
LING 273,Survey of Research Methods in Linguistics,1L,5,3.0,0.53,3.0,16.7,50.0,16.7,0.0,0.0,0.0,0.0,0.0,16.7,6,SP2025,Benjamin Brosig
LING 278,Sounds of the World’s Languages,1L,30,3.43,0.6,3.67,56.7,33.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30,SP2025,Clinton Parker
LING 374,Language Contact in Central Asia,1L,11,2.15,1.61,2.67,14.3,28.6,7.1,7.1,21.4,0.0,0.0,0.0,21.4,14,SP2025,Benjamin Brosig
LING 375,The Art and Science of Analyzing Languages: Morphosyntax of the World's Languages,1L,25,3.36,0.65,3.33,46.2,30.8,19.2,0.0,0.0,0.0,0.0,0.0,3.8,26,SP2025,Wulidanayi Jumabay
LING 376,Psycholinguistics,1L,34,3.52,0.62,3.67,62.9,22.9,11.4,0.0,0.0,0.0,0.0,0.0,2.9,35,SP2025,Valentina Apressyan
LING 389,Discourse and Grammar,1L,21,3.27,0.85,3.33,38.1,57.1,0.0,0.0,4.8,0.0,0.0,0.0,0.0,21,SP2025,Giorgia Troiani
LING 473,Advanced Empirical Methods in Linguistics,1L,13,3.38,1.25,4.0,76.9,7.7,0.0,7.7,7.7,0.0,0.0,0.0,0.0,13,SP2025,Clinton Parker
LING 482,Language and Worldview,1L,20,3.08,0.53,3.0,33.3,47.6,14.3,0.0,0.0,0.0,0.0,0.0,4.8,21,SP2025,Eva-Marie Dubuisson
PER 101,Beginning Persian I,1L,17,3.51,0.54,3.67,57.9,26.3,5.3,0.0,0.0,0.0,0.0,0.0,10.5,19,SP2025,Marzieh Sadat Razavi
PER 202,Intermediate Persian II,1L,5,3.93,0.15,4.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,6,SP2025,Marzieh Sadat Razavi
POL 101,Beginning Polish,1L,26,3.46,0.49,3.67,57.7,38.5,3.8,0.0,0.0,0.0,0.0,0.0,0.0,26,SP2025,Katarzyna Galaj
POL 101,Beginning Polish,2L,24,3.36,1.13,3.84,66.7,20.8,4.2,0.0,8.3,0.0,0.0,0.0,0.0,24,SP2025,Katarzyna Galaj
POL 102,Beginning Polish II,2L,12,3.42,0.61,3.5,46.2,38.5,7.7,0.0,0.0,0.0,0.0,0.0,7.7,13,SP2025,Katarzyna Galaj
RFL 156,"Kazakhstan - history, culture, traditions, society, modernity",1S,5,3.0,1.7,3.67,60.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5,SP2025,Meiramgul Kussainova
RFL 303,Intensive Advanced Russian,1L,5,4.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,SP2025,Olesya Melnikova
